Incident Date,Incident Type Code,Incident Type,Apparatus Name,Priority,District Name,Station,City,Shift
2024-02-25 10:13:58-06:00,131,Passenger vehicle fire,SLE1,Emergent,S104,Sugar Land Fire Station 1,SUGAR LAND,B Shift
2024-02-25 10:13:58-06:00,131,Passenger vehicle fire,SLE3,Emergent,S104,Sugar Land Fire Station 1,SUGAR LAND,B Shift
2024-02-25 10:13:58-06:00,131,Passenger vehicle fire,SLOPS1,Emergent,S104,Sugar Land Fire Station 1,SUGAR LAND,B Shift
2024-02-25 14:23:07-06:00,143,Grass fire,SLB1,Emergent,S610,Sugar Land Fire Station 6,SUGAR LAND,B Shift
2024-02-25 14:23:07-06:00,143,Grass fire,SLL4,Emergent,S610,Sugar Land Fire Station 6,SUGAR LAND,B Shift
2024-02-25 14:23:07-06:00,143,Grass fire,SLOPS1,Emergent,S610,Sugar Land Fire Station 6,SUGAR LAND,B Shift
2024-02-25 14:23:07-06:00,143,Grass fire,SLM1,Emergent,S610,Sugar Land Fire Station 6,SUGAR LAND,B Shift
2024-02-25 14:23:07-06:00,143,Grass fire,SLE5,Emergent,S610,Sugar Land Fire Station 6,SUGAR LAND,B Shift
2024-02-25 14:23:07-06:00,143,Grass fire,SLE6,Emergent,S610,Sugar Land Fire Station 6,SUGAR LAND,B Shift
2024-02-25 14:23:07-06:00,143,Grass fire,SLE7,Emergent,S610,Sugar Land Fire Station 6,SUGAR LAND,B Shift
2024-02-25 15:35:19-06:00,131,Passenger vehicle fire,SLB1,Emergent,S4S1,Sugar Land Fire Station 3,SUGAR LAND,B Shift
2024-02-25 15:35:19-06:00,131,Passenger vehicle fire,SLM4,Emergent,S4S1,Sugar Land Fire Station 3,SUGAR LAND,B Shift
2024-02-25 15:35:19-06:00,131,Passenger vehicle fire,SLE3,Emergent,S4S1,Sugar Land Fire Station 3,SUGAR LAND,B Shift
2024-02-25 23:47:43-06:00,131,Passenger vehicle fire,SLE7,Emergent,S206,Sugar Land Fire Station 6,SUGAR LAND,B Shift
2024-02-25 23:47:43-06:00,131,Passenger vehicle fire,SLE6,Emergent,S206,Sugar Land Fire Station 6,SUGAR LAND,B Shift
2024-02-27 17:18:09-06:00,131,Passenger vehicle fire,SLE6,Emergent,S610,Sugar Land Fire Station 6,SUGAR LAND,C Shift
2024-02-27 17:18:09-06:00,131,Passenger vehicle fire,SLM6,Non-Emergent,S610,Sugar Land Fire Station 6,SUGAR LAND,C Shift
2024-02-28 10:39:32-06:00,131,Passenger vehicle fire,SLL2,Emergent,S103,Sugar Land Fire Station 2,SUGAR LAND,A Shift
2024-02-28 10:39:32-06:00,131,Passenger vehicle fire,SLE3,Emergent,S103,Sugar Land Fire Station 2,SUGAR LAND,A Shift
2024-02-28 10:39:32-06:00,131,Passenger vehicle fire,SLM2,Emergent,S103,Sugar Land Fire Station 2,SUGAR LAND,A Shift
2024-02-28 21:50:16-06:00,140,"Natural vegetation fire, other",SLE5,Emergent,S5M1,Sugar Land Fire Station 5,Sugar Land,A Shift
2024-03-03 10:43:59-06:00,131,Passenger vehicle fire,SLL2,Emergent,S201,Sugar Land Fire Station 2,SUGAR LAND,C Shift
2024-03-05 22:38:13-06:00,142,Brush or brush-and-grass mixture fire,SLE3,Emergent,S3S2,Sugar Land Fire Station 3,SUGAR LAND,A Shift
2024-03-11 22:11:53-05:00,154,Dumpster or other outside trash receptacle fire,SLE3,Emergent,S302,Sugar Land Fire Station 3,SUGAR LAND,A Shift
2024-03-12 22:22:58-05:00,151,"Outside rubbish, trash or waste fire",SLB1,Emergent,S610,Sugar Land Fire Station 6,SUGAR LAND,A Shift
2024-03-12 22:22:58-05:00,151,"Outside rubbish, trash or waste fire",SLE6,Emergent,S610,Sugar Land Fire Station 6,SUGAR LAND,A Shift
2024-03-15 17:26:26-05:00,111,Building fire,SLE5,Emergent,S302,Sugar Land Fire Station 3,SUGAR LAND,C Shift
2024-03-15 17:26:26-05:00,111,Building fire,SLM1,Emergent,S302,Sugar Land Fire Station 3,SUGAR LAND,C Shift
2024-03-15 17:26:26-05:00,111,Building fire,SLOPS1,Emergent,S302,Sugar Land Fire Station 3,SUGAR LAND,C Shift
2024-03-15 17:26:26-05:00,111,Building fire,SLM2,Emergent,S302,Sugar Land Fire Station 3,SUGAR LAND,C Shift
2024-03-15 17:26:26-05:00,111,Building fire,SLL4,Emergent,S302,Sugar Land Fire Station 3,SUGAR LAND,C Shift
2024-03-15 17:26:26-05:00,111,Building fire,SLM4,Emergent,S302,Sugar Land Fire Station 3,SUGAR LAND,C Shift
2024-03-15 17:26:26-05:00,111,Building fire,SLE1,Emergent,S302,Sugar Land Fire Station 3,SUGAR LAND,C Shift
2024-03-15 17:26:26-05:00,111,Building fire,SLE3,Emergent,S302,Sugar Land Fire Station 3,SUGAR LAND,C Shift
2024-03-15 17:26:26-05:00,111,Building fire,SLB1,Emergent,S302,Sugar Land Fire Station 3,SUGAR LAND,C Shift
2024-03-15 16:17:15-05:00,143,Grass fire,SLE2,Emergent,S203,Sugar Land Fire Station 2,SUGAR LAND,C Shift
2024-03-16 07:07:54-05:00,160,"Special outside fire, other",SLL4,Emergent,S403,Sugar Land Fire Station 4,SUGAR LAND,C Shift
2024-03-19 17:43:11-05:00,112,Fires in structure other than in a building,SLL4,Emergent,S703,Sugar Land Fire Station 7,SUGAR LAND,B Shift
2024-03-19 17:43:11-05:00,112,Fires in structure other than in a building,SLE6,Emergent,S703,Sugar Land Fire Station 7,SUGAR LAND,B Shift
2024-03-19 17:43:11-05:00,112,Fires in structure other than in a building,SLB1,Emergent,S703,Sugar Land Fire Station 7,SUGAR LAND,B Shift
2024-03-19 17:43:11-05:00,112,Fires in structure other than in a building,SLE1,Emergent,S703,Sugar Land Fire Station 7,SUGAR LAND,B Shift
2024-03-19 17:43:11-05:00,112,Fires in structure other than in a building,SLM7,Emergent,S703,Sugar Land Fire Station 7,SUGAR LAND,B Shift
2024-03-19 17:43:11-05:00,112,Fires in structure other than in a building,SLOPS1,Emergent,S703,Sugar Land Fire Station 7,SUGAR LAND,B Shift
2024-03-19 17:43:11-05:00,112,Fires in structure other than in a building,SLE7,Emergent,S703,Sugar Land Fire Station 7,SUGAR LAND,B Shift
2024-03-21 12:28:06-05:00,113,"Cooking fire, confined to container",SLL2,Emergent,S601,Sugar Land Fire Station 6,SUGAR LAND,C Shift
2024-03-21 12:28:06-05:00,113,"Cooking fire, confined to container",SLOPS1,Emergent,S601,Sugar Land Fire Station 6,SUGAR LAND,C Shift
2024-03-21 12:28:06-05:00,113,"Cooking fire, confined to container",SLE7,Emergent,S601,Sugar Land Fire Station 6,SUGAR LAND,C Shift
2024-03-21 12:28:06-05:00,113,"Cooking fire, confined to container",SLB1,Emergent,S601,Sugar Land Fire Station 6,SUGAR LAND,C Shift
2024-03-21 12:28:06-05:00,113,"Cooking fire, confined to container",SLE5,Emergent,S601,Sugar Land Fire Station 6,SUGAR LAND,C Shift
2024-03-21 12:28:06-05:00,113,"Cooking fire, confined to container",SLE6,Emergent,S601,Sugar Land Fire Station 6,SUGAR LAND,C Shift
2024-03-21 12:28:06-05:00,113,"Cooking fire, confined to container",SLM6,Emergent,S601,Sugar Land Fire Station 6,SUGAR LAND,C Shift
2024-03-21 14:13:23-05:00,131,Passenger vehicle fire,SLB1,Emergent,S1S1,Sugar Land Fire Station 1,SUGAR LAND,C Shift
2024-03-21 14:13:23-05:00,131,Passenger vehicle fire,SLE7,Emergent,S1S1,Sugar Land Fire Station 1,SUGAR LAND,C Shift
2024-03-21 14:13:23-05:00,131,Passenger vehicle fire,SLOPS1,Emergent,S1S1,Sugar Land Fire Station 1,SUGAR LAND,C Shift
2024-03-21 14:13:23-05:00,131,Passenger vehicle fire,SLL4,Emergent,S1S1,Sugar Land Fire Station 1,SUGAR LAND,C Shift
2024-03-21 14:13:23-05:00,131,Passenger vehicle fire,SLM4,Emergent,S1S1,Sugar Land Fire Station 1,SUGAR LAND,C Shift
2024-03-21 14:13:23-05:00,131,Passenger vehicle fire,SLE1,Emergent,S1S1,Sugar Land Fire Station 1,SUGAR LAND,C Shift
2024-03-21 14:13:23-05:00,131,Passenger vehicle fire,SLE3,,S1S1,Sugar Land Fire Station 1,SUGAR LAND,C Shift
2024-03-21 14:13:23-05:00,131,Passenger vehicle fire,SLM1,Emergent,S1S1,Sugar Land Fire Station 1,SUGAR LAND,C Shift
2024-03-23 08:54:07-05:00,131,Passenger vehicle fire,SLE1,Emergent,S101,Sugar Land Fire Station 1,SUGAR LAND,A Shift
2024-03-24 22:13:53-05:00,131,Passenger vehicle fire,SLE7,Emergent,S709,Sugar Land Fire Station 7,SUGAR LAND,A Shift
2024-03-25 22:39:54-05:00,151,"Outside rubbish, trash or waste fire",SLL4,Emergent,S605,Sugar Land Fire Station 6,ETJ AREA,B Shift
2024-03-25 22:39:54-05:00,151,"Outside rubbish, trash or waste fire",SLE7,Emergent,S605,Sugar Land Fire Station 6,ETJ AREA,B Shift
2024-03-25 22:39:54-05:00,151,"Outside rubbish, trash or waste fire",SLB1,Emergent,S605,Sugar Land Fire Station 6,ETJ AREA,B Shift
2024-03-25 22:39:54-05:00,151,"Outside rubbish, trash or waste fire",SLE5,Emergent,S605,Sugar Land Fire Station 6,ETJ AREA,B Shift
2024-03-25 22:39:54-05:00,151,"Outside rubbish, trash or waste fire",SLE6,Emergent,S605,Sugar Land Fire Station 6,ETJ AREA,B Shift
2024-03-25 22:39:54-05:00,151,"Outside rubbish, trash or waste fire",SLM6,Emergent,S605,Sugar Land Fire Station 6,ETJ AREA,B Shift
2024-03-25 22:39:54-05:00,151,"Outside rubbish, trash or waste fire",SLOPS1,Emergent,S605,Sugar Land Fire Station 6,ETJ AREA,B Shift
2024-03-28 13:24:35-05:00,132,Road freight or transport vehicle fire,SLE5,Emergent,S609,Sugar Land Fire Station 5,SUGAR LAND,C Shift
2024-03-28 13:24:35-05:00,132,Road freight or transport vehicle fire,SLE7,Emergent,S609,Sugar Land Fire Station 5,SUGAR LAND,C Shift
2024-03-28 22:14:02-05:00,111,Building fire,SLE1,Emergent,S5M1,Sugar Land Fire Station 5,ETJ AREA,C Shift
2024-03-28 22:14:02-05:00,111,Building fire,SLL4,Emergent,S5M1,Sugar Land Fire Station 5,ETJ AREA,C Shift
2024-03-28 22:14:02-05:00,111,Building fire,SLM4,Emergent,S5M1,Sugar Land Fire Station 5,ETJ AREA,C Shift
2024-03-28 22:14:02-05:00,111,Building fire,SLE3,Emergent,S5M1,Sugar Land Fire Station 5,ETJ AREA,C Shift
2024-03-28 22:14:02-05:00,111,Building fire,SLE5,Emergent,S5M1,Sugar Land Fire Station 5,ETJ AREA,C Shift
2024-03-28 22:14:02-05:00,111,Building fire,SLB1,Emergent,S5M1,Sugar Land Fire Station 5,ETJ AREA,C Shift
2024-03-28 22:14:02-05:00,111,Building fire,SLOPS1,Emergent,S5M1,Sugar Land Fire Station 5,ETJ AREA,C Shift
2024-03-31 07:00:00-05:00,161,Outside storage fire,SLE5,Non-Emergent,RICHMOND,Sugar Land Fire Station 5,Richmond,B Shift
2024-03-31 07:00:00-05:00,161,Outside storage fire,SLB1,Non-Emergent,RICHMOND,Sugar Land Fire Station 5,Richmond,B Shift
2024-03-31 07:00:00-05:00,161,Outside storage fire,SLE3,Non-Emergent,RICHMOND,Sugar Land Fire Station 5,Richmond,B Shift
2024-03-31 07:00:00-05:00,161,Outside storage fire,SLE7,Non-Emergent,RICHMOND,Sugar Land Fire Station 5,Richmond,B Shift
2024-03-31 07:00:00-05:00,161,Outside storage fire,SLL2,Non-Emergent,RICHMOND,Sugar Land Fire Station 5,Richmond,B Shift
2024-03-31 07:00:00-05:00,161,Outside storage fire,SLL4,Non-Emergent,RICHMOND,Sugar Land Fire Station 5,Richmond,B Shift
2024-03-31 07:00:00-05:00,161,Outside storage fire,SLE1,Non-Emergent,RICHMOND,Sugar Land Fire Station 5,Richmond,B Shift
2024-03-31 21:59:33-05:00,151,"Outside rubbish, trash or waste fire",SLE1,Emergent,S105,Sugar Land Fire Station 1,SUGAR LAND,B Shift
2024-04-02 00:25:37-05:00,161,Outside storage fire,SLE5,Emergent,RICHMOND,Sugar Land Fire Station 5,FORT BEND COUNTY,B Shift
2024-04-02 00:25:37-05:00,161,Outside storage fire,SLE4,Non-Emergent,RICHMOND,Sugar Land Fire Station 5,FORT BEND COUNTY,B Shift
2024-04-02 15:38:38-05:00,131,Passenger vehicle fire,SLE4,Emergent,S102,Sugar Land Fire Station 1,SUGAR LAND,C Shift
2024-04-02 15:38:38-05:00,131,Passenger vehicle fire,SLE1,Emergent,S102,Sugar Land Fire Station 1,SUGAR LAND,C Shift
2024-04-02 15:38:38-05:00,131,Passenger vehicle fire,SLOPS1,Emergent,S102,Sugar Land Fire Station 1,SUGAR LAND,C Shift
2024-04-03 14:27:21-05:00,111,Building fire,SLE7,Emergent,NEEDVILLE,Sugar Land Fire Station 7,FORT BEND COUNTY,C Shift
2024-04-03 14:27:21-05:00,111,Building fire,SLB1,Emergent,NEEDVILLE,Sugar Land Fire Station 7,FORT BEND COUNTY,C Shift
2024-04-03 15:22:00-05:00,142,Brush or brush-and-grass mixture fire,SLE1,Emergent,S102,Sugar Land Fire Station 1,SUGAR LAND,C Shift
2024-04-04 17:15:10-05:00,142,Brush or brush-and-grass mixture fire,SLE3,Emergent,S3S2,Sugar Land Fire Station 3,SUGAR LAND,A Shift
2024-04-05 15:54:14-05:00,154,Dumpster or other outside trash receptacle fire,SLE7,Emergent,S703,Sugar Land Fire Station 7,SUGAR LAND,A Shift
2024-04-06 17:47:32-05:00,142,Brush or brush-and-grass mixture fire,SLE1,Emergent,S101,Sugar Land Fire Station 1,SUGAR LAND,B Shift
2024-04-06 17:47:32-05:00,142,Brush or brush-and-grass mixture fire,SLM1,Non-Emergent,S101,Sugar Land Fire Station 1,SUGAR LAND,B Shift
2024-04-08 07:31:33-05:00,143,Grass fire,SLE3,Emergent,S3S2,Sugar Land Fire Station 3,SUGAR LAND,C Shift
2024-04-10 03:50:17-05:00,111,Building fire,SLB1,Non-Emergent,NORTHEAST,Sugar Land Fire Station 2,FORT BEND COUNTY,C Shift
2024-04-10 03:50:17-05:00,111,Building fire,SLL2,Emergent,NORTHEAST,Sugar Land Fire Station 2,FORT BEND COUNTY,C Shift
2024-04-10 04:06:01-05:00,111,Building fire,SLOPS1,Emergent,S707,Sugar Land Fire Station 7,SUGAR LAND,C Shift
2024-04-10 04:06:01-05:00,111,Building fire,SLE5,Emergent,S707,Sugar Land Fire Station 7,SUGAR LAND,C Shift
2024-04-10 04:06:01-05:00,111,Building fire,SLB1,Emergent,S707,Sugar Land Fire Station 7,SUGAR LAND,C Shift
2024-04-10 04:06:01-05:00,111,Building fire,SLM7,Emergent,S707,Sugar Land Fire Station 7,SUGAR LAND,C Shift
2024-04-10 04:06:01-05:00,111,Building fire,SLE7,Emergent,S707,Sugar Land Fire Station 7,SUGAR LAND,C Shift
2024-04-10 04:06:01-05:00,111,Building fire,SLE1,Emergent,S707,Sugar Land Fire Station 7,SUGAR LAND,C Shift
2024-04-10 15:58:16-05:00,138,Off-road vehicle or heavy equipment fire,SLB1,Emergent,S501,Sugar Land Fire Station 1,SUGAR LAND,A Shift
2024-04-10 15:58:16-05:00,138,Off-road vehicle or heavy equipment fire,SLL2,Emergent,S501,Sugar Land Fire Station 1,SUGAR LAND,A Shift
2024-04-10 15:58:16-05:00,138,Off-road vehicle or heavy equipment fire,SLOPS1,Emergent,S501,Sugar Land Fire Station 1,SUGAR LAND,A Shift
2024-04-10 15:58:16-05:00,138,Off-road vehicle or heavy equipment fire,SLE7,Emergent,S501,Sugar Land Fire Station 1,SUGAR LAND,A Shift
2024-04-10 15:58:16-05:00,138,Off-road vehicle or heavy equipment fire,SLM4,Emergent,S501,Sugar Land Fire Station 1,SUGAR LAND,A Shift
2024-04-10 15:58:16-05:00,138,Off-road vehicle or heavy equipment fire,SLE3,Emergent,S501,Sugar Land Fire Station 1,SUGAR LAND,A Shift
2024-04-10 15:58:16-05:00,138,Off-road vehicle or heavy equipment fire,SLE5,Emergent,S501,Sugar Land Fire Station 1,SUGAR LAND,A Shift
2024-04-10 21:13:55-05:00,154,Dumpster or other outside trash receptacle fire,SLE3,Emergent,S3M1,Sugar Land Fire Station 3,SUGAR LAND,A Shift
2024-04-12 16:12:44-05:00,154,Dumpster or other outside trash receptacle fire,SLE5,Emergent,S503,Sugar Land Fire Station 5,SUGAR LAND,B Shift
2024-04-12 16:12:44-05:00,154,Dumpster or other outside trash receptacle fire,SLE7,Emergent,S503,Sugar Land Fire Station 5,SUGAR LAND,B Shift
2024-04-12 16:12:44-05:00,154,Dumpster or other outside trash receptacle fire,FD03,Emergent,S503,Sugar Land Fire Station 5,SUGAR LAND,B Shift
2024-04-13 06:26:35-05:00,111,Building fire,SLB1,Emergent,STAFFORD,Sugar Land Fire Station 2,STAFFORD,B Shift
2024-04-13 06:26:35-05:00,111,Building fire,SLL2,Emergent,STAFFORD,Sugar Land Fire Station 2,STAFFORD,B Shift
2024-04-13 19:40:18-05:00,111,Building fire,SLB1,Emergent,NORTHEAST,Sugar Land Fire Station 2,HOUSTON,B Shift
2024-04-13 19:40:18-05:00,111,Building fire,SLL2,Emergent,NORTHEAST,Sugar Land Fire Station 2,HOUSTON,B Shift
2024-04-23 12:18:50-05:00,111,Building fire,SLE6,Emergent,ROSENBERG,Sugar Land Fire Station 6,ROSENBERG,A Shift
2024-04-24 23:41:14-05:00,111,Building fire,SLB1,Emergent,S201,Sugar Land Fire Station 2,SUGAR LAND,B Shift
2024-04-24 23:41:14-05:00,111,Building fire,SLE3,Emergent,S201,Sugar Land Fire Station 2,SUGAR LAND,B Shift
2024-04-24 23:41:14-05:00,111,Building fire,SLL4,Emergent,S201,Sugar Land Fire Station 2,SUGAR LAND,B Shift
2024-04-24 23:41:14-05:00,111,Building fire,SLM2,Emergent,S201,Sugar Land Fire Station 2,SUGAR LAND,B Shift
2024-04-24 23:41:14-05:00,111,Building fire,SLOPS1,Emergent,S201,Sugar Land Fire Station 2,SUGAR LAND,B Shift
2024-04-24 23:41:14-05:00,111,Building fire,SLE1,Emergent,S201,Sugar Land Fire Station 2,SUGAR LAND,B Shift
2024-04-24 23:41:14-05:00,111,Building fire,SLE2,Emergent,S201,Sugar Land Fire Station 2,SUGAR LAND,B Shift
2024-04-25 13:00:02-05:00,131,Passenger vehicle fire,FD03,Non-Emergent,S201,Sugar Land Fire Station 2,SUGAR LAND,B Shift
2024-04-25 13:00:02-05:00,131,Passenger vehicle fire,SLE7,Emergent,S201,Sugar Land Fire Station 2,SUGAR LAND,B Shift
2024-04-25 13:00:02-05:00,131,Passenger vehicle fire,SLE2,Emergent,S201,Sugar Land Fire Station 2,SUGAR LAND,B Shift
2024-04-27 21:32:43-05:00,150,"Outside rubbish fire, other",SLE6,Emergent,S610,Sugar Land Fire Station 6,SUGAR LAND,C Shift
2024-05-04 02:56:19-05:00,111,Building fire,SLE7,Emergent,S102,Sugar Land Fire Station 1,SUGAR LAND,C Shift
2024-05-04 02:56:19-05:00,111,Building fire,SLL4,Emergent,S102,Sugar Land Fire Station 1,SUGAR LAND,C Shift
2024-05-04 02:56:19-05:00,111,Building fire,SLB1,Emergent,S102,Sugar Land Fire Station 1,SUGAR LAND,C Shift
2024-05-04 02:56:19-05:00,111,Building fire,SLE1,Emergent,S102,Sugar Land Fire Station 1,SUGAR LAND,C Shift
2024-05-04 02:56:19-05:00,111,Building fire,SLM2,Emergent,S102,Sugar Land Fire Station 1,SUGAR LAND,C Shift
2024-05-04 02:56:19-05:00,111,Building fire,SLOPS1,Emergent,S102,Sugar Land Fire Station 1,SUGAR LAND,C Shift
2024-05-04 02:56:19-05:00,111,Building fire,SLE2,Emergent,S102,Sugar Land Fire Station 1,SUGAR LAND,C Shift
2024-05-07 19:16:56-05:00,151,"Outside rubbish, trash or waste fire",SLE5,Emergent,S703,Sugar Land Fire Station 5,SUGAR LAND,B Shift
2024-05-07 19:16:56-05:00,151,"Outside rubbish, trash or waste fire",SLE7,Emergent,S703,Sugar Land Fire Station 5,SUGAR LAND,B Shift
2024-05-07 22:25:25-05:00,111,Building fire,SLB1,Emergent,S3S2,Sugar Land Fire Station 3,SUGAR LAND,B Shift
2024-05-07 22:25:25-05:00,111,Building fire,SLL2,Emergent,S3S2,Sugar Land Fire Station 3,SUGAR LAND,B Shift
2024-05-07 22:25:25-05:00,111,Building fire,SLL4,Emergent,S3S2,Sugar Land Fire Station 3,SUGAR LAND,B Shift
2024-05-07 22:25:25-05:00,111,Building fire,SLE1,Emergent,S3S2,Sugar Land Fire Station 3,SUGAR LAND,B Shift
2024-05-07 22:25:25-05:00,111,Building fire,SLM1,Emergent,S3S2,Sugar Land Fire Station 3,SUGAR LAND,B Shift
2024-05-07 22:25:25-05:00,111,Building fire,SLOPS1,Emergent,S3S2,Sugar Land Fire Station 3,SUGAR LAND,B Shift
2024-05-07 22:25:25-05:00,111,Building fire,SLE3,Emergent,S3S2,Sugar Land Fire Station 3,SUGAR LAND,B Shift
2024-05-07 22:25:25-05:00,111,Building fire,SLM4,Emergent,S3S2,Sugar Land Fire Station 3,SUGAR LAND,B Shift
2024-05-08 19:30:07-05:00,140,"Natural vegetation fire, other",SLE6,Emergent,S610,Sugar Land Fire Station 6,SUGAR LAND,C Shift
2024-05-08 19:30:07-05:00,140,"Natural vegetation fire, other",SLL4,Emergent,S610,Sugar Land Fire Station 6,SUGAR LAND,C Shift
2024-05-08 19:30:07-05:00,140,"Natural vegetation fire, other",SLOPS1,Emergent,S610,Sugar Land Fire Station 6,SUGAR LAND,C Shift
2024-05-08 19:30:07-05:00,140,"Natural vegetation fire, other",SLE7,Emergent,S610,Sugar Land Fire Station 6,SUGAR LAND,C Shift
2024-05-08 19:30:07-05:00,140,"Natural vegetation fire, other",SLM6,Emergent,S610,Sugar Land Fire Station 6,SUGAR LAND,C Shift
2024-05-08 19:30:07-05:00,140,"Natural vegetation fire, other",SLB1,Emergent,S610,Sugar Land Fire Station 6,SUGAR LAND,C Shift
2024-05-08 19:30:07-05:00,140,"Natural vegetation fire, other",SLE5,Emergent,S610,Sugar Land Fire Station 6,SUGAR LAND,C Shift
2024-05-08 09:16:43-05:00,111,Building fire,SLB3,Emergent,S701,Sugar Land Fire Station 7,SUGAR LAND,C Shift
2024-05-08 09:16:43-05:00,111,Building fire,SLE6,Emergent,S701,Sugar Land Fire Station 7,SUGAR LAND,C Shift
2024-05-08 09:16:43-05:00,111,Building fire,SLE3,Emergent,S701,Sugar Land Fire Station 7,SUGAR LAND,C Shift
2024-05-08 09:16:43-05:00,111,Building fire,SLL4,Emergent,S701,Sugar Land Fire Station 7,SUGAR LAND,C Shift
2024-05-08 09:16:43-05:00,111,Building fire,SLM7,Emergent,S701,Sugar Land Fire Station 7,SUGAR LAND,C Shift
2024-05-08 09:16:43-05:00,111,Building fire,SLOPS1,Emergent,S701,Sugar Land Fire Station 7,SUGAR LAND,C Shift
2024-05-08 09:16:43-05:00,111,Building fire,SLE1,Emergent,S701,Sugar Land Fire Station 7,SUGAR LAND,C Shift
2024-05-08 09:16:43-05:00,111,Building fire,SLE7,Emergent,S701,Sugar Land Fire Station 7,SUGAR LAND,C Shift
2024-05-08 09:16:43-05:00,111,Building fire,SLB1,Emergent,S701,Sugar Land Fire Station 7,SUGAR LAND,C Shift
2024-05-09 23:29:12-05:00,131,Passenger vehicle fire,SLE5,Emergent,S605,Sugar Land Fire Station 6,ETJ AREA,C Shift
2024-05-09 23:29:12-05:00,131,Passenger vehicle fire,SLL4,Emergent,S605,Sugar Land Fire Station 6,ETJ AREA,C Shift
2024-05-09 23:29:12-05:00,131,Passenger vehicle fire,SLM6,Emergent,S605,Sugar Land Fire Station 6,ETJ AREA,C Shift
2024-05-09 23:29:12-05:00,131,Passenger vehicle fire,SLE7,Emergent,S605,Sugar Land Fire Station 6,ETJ AREA,C Shift
2024-05-09 23:29:12-05:00,131,Passenger vehicle fire,SLB1,Emergent,S605,Sugar Land Fire Station 6,ETJ AREA,C Shift
2024-05-09 23:29:12-05:00,131,Passenger vehicle fire,SLE6,Emergent,S605,Sugar Land Fire Station 6,ETJ AREA,C Shift
2024-05-11 19:14:00-05:00,118,"Trash or rubbish fire, contained",SLE3,Non-Emergent,S302,Sugar Land Fire Station 3,SUGAR LAND,A Shift
2024-05-12 01:41:21-05:00,111,Building fire,SLB1,Emergent,ROSENBERG,Sugar Land Fire Station 6,ROSENBERG,A Shift
2024-05-12 01:41:21-05:00,111,Building fire,SLE6,Emergent,ROSENBERG,Sugar Land Fire Station 6,ROSENBERG,A Shift
2024-05-12 11:00:00-05:00,111,Building fire,SLB1,Emergent,MISSOURI CITY,Sugar Land Fire Station 3,MISSOURI CITY,B Shift
2024-05-12 11:00:00-05:00,111,Building fire,SLE3,Emergent,MISSOURI CITY,Sugar Land Fire Station 3,MISSOURI CITY,B Shift
2024-05-13 18:09:52-05:00,111,Building fire,SLL2,Emergent,S105,Sugar Land Fire Station 2,HOUSTON,B Shift
2024-05-13 18:09:52-05:00,111,Building fire,SLB1,Emergent,S105,Sugar Land Fire Station 2,HOUSTON,B Shift
2024-05-14 07:06:03-05:00,131,Passenger vehicle fire,SLE1,Emergent,S101,Sugar Land Fire Station 1,SUGAR LAND,C Shift
2024-05-15 19:53:40-05:00,113,"Cooking fire, confined to container",SLL2,Emergent,S402,Sugar Land Fire Station 4,SUGAR LAND,C Shift
2024-05-15 19:53:40-05:00,113,"Cooking fire, confined to container",SLB1,Emergent,S402,Sugar Land Fire Station 4,SUGAR LAND,C Shift
2024-05-15 19:53:40-05:00,113,"Cooking fire, confined to container",SLE6,Emergent,S402,Sugar Land Fire Station 4,SUGAR LAND,C Shift
2024-05-15 19:53:40-05:00,113,"Cooking fire, confined to container",SLOPS1,Emergent,S402,Sugar Land Fire Station 4,SUGAR LAND,C Shift
2024-05-15 19:53:40-05:00,113,"Cooking fire, confined to container",SLE3,Emergent,S402,Sugar Land Fire Station 4,SUGAR LAND,C Shift
2024-05-15 19:53:40-05:00,113,"Cooking fire, confined to container",SLL4,Emergent,S402,Sugar Land Fire Station 4,SUGAR LAND,C Shift
2024-05-15 19:53:40-05:00,113,"Cooking fire, confined to container",SLM4,Emergent,S402,Sugar Land Fire Station 4,SUGAR LAND,C Shift
2024-05-15 19:53:40-05:00,113,"Cooking fire, confined to container",SLM6,Emergent,S402,Sugar Land Fire Station 4,SUGAR LAND,C Shift
2024-05-15 19:53:40-05:00,113,"Cooking fire, confined to container",SLE1,Emergent,S402,Sugar Land Fire Station 4,SUGAR LAND,C Shift
2024-05-17 12:04:01-05:00,111,Building fire,SLE7,Emergent,S4S1,Sugar Land Fire Station 4,SUGAR LAND,A Shift
2024-05-17 12:04:01-05:00,111,Building fire,SLL2,Emergent,S4S1,Sugar Land Fire Station 4,SUGAR LAND,A Shift
2024-05-17 12:04:01-05:00,111,Building fire,SLE6,Emergent,S4S1,Sugar Land Fire Station 4,SUGAR LAND,A Shift
2024-05-17 12:04:01-05:00,111,Building fire,SLB1,Emergent,S4S1,Sugar Land Fire Station 4,SUGAR LAND,A Shift
2024-05-17 12:04:01-05:00,111,Building fire,SLM4,Emergent,S4S1,Sugar Land Fire Station 4,SUGAR LAND,A Shift
2024-05-17 12:04:01-05:00,111,Building fire,SLM7,Emergent,S4S1,Sugar Land Fire Station 4,SUGAR LAND,A Shift
2024-05-17 12:04:01-05:00,111,Building fire,SLOPS1,Emergent,S4S1,Sugar Land Fire Station 4,SUGAR LAND,A Shift
2024-05-19 20:17:00-05:00,111,Building fire,SLM2,Emergent,S102,Sugar Land Fire Station 1,SUGAR LAND,B Shift
